time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/outer_loss,train/pre_adapt_support_accuracy,train/post_adapt_support_accuracy,train/post_adapt_query_accuracy,valid/outer_loss,valid/pre_adapt_support_accuracy,valid/post_adapt_support_accuracy,valid/post_adapt_query_accuracy,step
0,0,99.69459156821728,0.003637075424194336,0.005339384078979492,0.9940831661224365,2.101414680480957,0.5052083432674408,0.526041679084301,0.5546875149011612,2.046094810962677,0.4289062641561031,0.5325520984828472,0.5138021007180213,0
1000,0,14.977226552947979,0.0008409023284912109,0.001234889030456543,0.06662106513977051,1.0212444722652436,0.8091666864603758,0.8979166845977307,0.851718768030405,1.4825238704681396,0.5955729335546494,0.813281275331974,0.7513021066784858,1000
2000,0,14.972217554898524,0.0008912086486816406,0.0012226104736328125,0.0645301342010498,0.8959252139925957,0.8098177268356085,0.9202604357898235,0.8730729365348816,1.3678184270858764,0.6398437663912773,0.8143229365348816,0.7841146022081376,2000
3000,0,14.980514777328144,0.0008482933044433594,0.0012258291244506836,0.06410765647888184,0.808465234041214,0.8250000185146927,0.9297135582566262,0.8867448100447655,1.409529185295105,0.6528646029531956,0.8445312708616257,0.7958333536982536,3000
4000,0,15.063005053534077,0.0008436441421508789,0.0012279748916625977,0.06471514701843262,0.7517403954267502,0.836328143402934,0.9326562651991844,0.8971093918383122,1.5205941081047059,0.6388021044433116,0.8346354365348816,0.7843750238418579,4000
5000,0,14.989827205264943,0.0008856058120727539,0.0012089014053344727,0.0666513442993164,0.7268458837270737,0.8431771013885736,0.9398958478868008,0.8994271017611026,1.4930395483970642,0.6843750193715096,0.8434896022081375,0.7776041865348816,5000
6000,1,14.68796825667749,0.0008522272109985352,0.0011447668075561523,0.06440615653991699,0.71852463722229,0.8494271018356084,0.9411198075115681,0.8986718919873238,1.3797215342521667,0.6562500163912773,0.8437500178813935,0.7979166895151139,6000
7000,1,15.019357596229003,0.0009279251098632812,0.001164078712463379,0.06325650215148926,0.681011016368866,0.8420833515748382,0.9434114752709866,0.9054427264630794,1.4609609246253967,0.6281250171363354,0.8359375193715095,0.7911458492279053,7000
8000,1,14.672887417399712,0.0009260177612304688,0.001239776611328125,0.06665992736816406,0.6438238127529621,0.856406266912818,0.9464062637090683,0.9101562671363354,1.3557760953903197,0.6963541813194751,0.8611979380249977,0.8106771066784859,8000
9000,1,15.181722068153752,0.0009229183197021484,0.001248002052307129,0.06583285331726074,0.6434478098154068,0.8558593919873237,0.9484895980358123,0.910182309448719,1.7117447555065155,0.7088541805744171,0.8554687723517418,0.7841146007180214,9000
10000,1,14.914290470988954,0.0009326934814453125,0.0011936426162719727,0.06627786159515381,0.6182543380558491,0.8609896004199982,0.9525000147521496,0.9191666834056378,1.3720151424407958,0.6484375193715095,0.8614583596587181,0.8080729350447655,10000
11000,1,15.227032245786713,0.0010218620300292969,0.0012143850326538086,0.06347620487213135,0.6195008131861687,0.8680729328095913,0.9595833472907543,0.9139062657952308,1.3247198939323426,0.6786458499729633,0.8479166820645332,0.8046875201165676,11000
12000,2,15.421851186613303,0.0012309551239013672,0.0011461973190307617,0.06427860260009766,0.5919261923432351,0.8622135581448674,0.9558854308724404,0.9185416845977307,1.4265714883804321,0.7020833529531956,0.8414062663912774,0.7937500178813934,12000
13000,2,15.298184466173456,0.001219630241394043,0.0011279582977294922,0.06338334083557129,0.5641109339892865,0.8733593925088644,0.9632812631130219,0.9223698072135449,1.4185348629951477,0.7151041835546493,0.8479166835546493,0.7893229350447655,13000
14000,2,16.270644453920095,0.0010571479797363281,0.001017451286315918,0.059412479400634766,0.561649599969387,0.8632812662422658,0.9573177216947079,0.9230989743769169,1.4298614382743835,0.7007812671363354,0.8718750163912773,0.8023437663912774,14000
15000,2,15.188550705187987,0.0011290311813354492,0.0010514259338378906,0.06340336799621582,0.5591766180098057,0.8728125177323818,0.9636718884110451,0.9246875160932541,1.3997526228427888,0.688281274586916,0.8596354365348816,0.8036458522081376,15000
16000,2,14.96953987240909,0.0012161731719970703,0.001146554946899414,0.06414592266082764,0.5549080847203731,0.8776041847467423,0.9662239713966847,0.9253646002709865,1.4212442994117738,0.7098958477377891,0.8489583507180214,0.8026041850447655,16000
17000,2,15.113566036794218,0.001218557357788086,0.0010528564453125,0.06463301181793213,0.5336067081987858,0.8751823089271784,0.9643750138580799,0.925729183703661,1.5306507706642152,0.7338541820645332,0.8463541880249977,0.8028646007180213,17000
18000,3,15.765230706338645,0.0007648468017578125,0.001041412353515625,0.05975699424743652,0.5203638619184494,0.8706770998984575,0.96234376385808,0.9325781416893005,1.5025561690330504,0.7234375216066837,0.8567708492279053,0.8041666835546494,18000
19000,3,15.118530020200193,0.0009253025054931641,0.0012100934982299805,0.06421875953674316,0.4867077124118805,0.876901058331132,0.9670833447575569,0.9358854319155216,1.5098889827728272,0.7335937678813934,0.8505208507180214,0.7937500178813934,19000
20000,3,15.105214926155114,0.0009402036666870117,0.001234292984008789,0.06413698196411133,0.49775520235300064,0.8820312643051147,0.9666927208006382,0.9323177252709866,1.5183136940002442,0.7375000193715096,0.8424479380249977,0.8091145992279053,20000
21000,3,15.095840119790521,0.0007624626159667969,0.0010540485382080078,0.06045544147491455,0.49349463000893595,0.880026057884097,0.9663802202045918,0.9348437657952309,1.3759335279464722,0.7221354350447655,0.8546875163912773,0.8151041865348816,21000
22000,3,15.350103380613398,0.0007938146591186523,0.0010770559310913086,0.060469746589660645,0.48652117416262625,0.8744270992651582,0.9673958468437195,0.9352604342997074,1.3880673348903656,0.7348958544433117,0.8445312708616257,0.8138021022081375,22000
23000,3,15.106286669887956,0.0009151697158813477,0.0012439489364624023,0.06554484367370605,0.4972736299037933,0.8805208498984576,0.9670833463966847,0.9346354329586029,1.3573083281517029,0.7570312663912773,0.8507812678813934,0.8130208551883698,23000
24000,4,15.24755948580115,0.0012052059173583984,0.0010930299758911133,0.06377434730529785,0.48472776025533676,0.8809375154227018,0.9710937632620334,0.9357031412422657,1.2917918920516969,0.7406250193715096,0.8476562738418579,0.8158854328095912,24000
25000,4,15.042500411720049,0.0011347532272338867,0.0010676383972167969,0.06413924694061279,0.49702325478196147,0.8866145997494459,0.9698177215456962,0.9337239743769169,1.2715138733386993,0.7403646022081375,0.8705729335546494,0.8203125208616256,25000
26000,4,15.158769372065121,0.0011475086212158203,0.0010544061660766602,0.06363224983215332,0.5377540811896324,0.8771093923598527,0.9689843879640102,0.9293750162422657,1.4271422743797302,0.7638021022081375,0.852343775331974,0.8041666865348815,26000
27000,4,15.14368597752268,0.0011719465255737305,0.0010737180709838867,0.06377720832824707,0.49169924303889273,0.8778385572135449,0.966875011920929,0.9346875175833702,1.3665024757385253,0.7523437671363353,0.8447916835546494,0.8085937693715095,27000
28000,4,15.107372169432495,0.001099228858947754,0.0010639429092407227,0.06474244594573975,0.4859465831518173,0.8871614732593298,0.9705468858778477,0.9361458490788936,1.4508462607860566,0.7432291835546494,0.8393229365348815,0.7958333507180214,28000
29000,4,15.273408981358942,0.0012305974960327148,0.001141667366027832,0.0652623176574707,0.47172676146030423,0.8858333483338356,0.9707812616229057,0.9397395995259284,1.5382682800292968,0.7567708492279053,0.8385416880249977,0.7864583522081375,29000
30000,5,15.120275706931606,0.0008944272994995117,0.0011914968490600586,0.0630190372467041,0.4722238025069237,0.8777343916147947,0.9674479292333126,0.9392968909442425,1.4311901450157165,0.7445312693715096,0.8518229439854622,0.8231771022081376,30000
31000,5,15.1207842828208,0.0009056329727172852,0.0011605024337768555,0.06438207626342773,0.4735356117784977,0.8806770996004343,0.9661198039352894,0.9362500147521495,1.5798847317695617,0.7570312708616257,0.8591146051883698,0.8065104365348816,31000
32000,5,15.09453952683308,0.0008974075317382812,0.0011583566665649414,0.06389164924621582,0.4865469017624855,0.8894010584056378,0.9710416786372662,0.9354166835546494,1.3221298336982727,0.7283854395151138,0.8447916850447654,0.8164062649011612,32000
33000,5,15.054001328417533,0.0009281635284423828,0.0012034177780151367,0.06437540054321289,0.46859274759888647,0.8849739744514227,0.9701041808724403,0.936536475867033,1.4457409501075744,0.7393229365348816,0.8216146066784858,0.7994791850447655,33000
34000,5,15.152378564962776,0.0008963346481323242,0.0011841058731079102,0.06439268589019775,0.4418975079059601,0.883437516875565,0.9694010536372661,0.9403645983338356,1.514738953113556,0.7763021066784859,0.82526044100523,0.791406263411045,34000
35000,5,16.246230694474086,0.0006921291351318359,0.0009298324584960938,0.060105204582214355,0.47013870120048523,0.8825000160187483,0.9667448037862778,0.9372135573625564,1.398046326637268,0.7614583507180214,0.8578125208616256,0.8164062693715095,35000
36000,6,15.220266177137486,0.001151442527770996,0.001031637191772461,0.06511390209197998,0.4471586713194847,0.892630222812295,0.9734375120699406,0.9402864724397659,1.4075996279716492,0.7609375186264515,0.8494791835546494,0.8080729395151138,36000
37000,6,15.062399746148369,0.001149892807006836,0.001059412956237793,0.06380510330200195,0.428663005232811,0.8895833490416407,0.9714062608778476,0.9434895984828472,1.3301894068717957,0.7536458536982537,0.8341146036982536,0.8200521051883698,37000
38000,6,15.254575650028224,0.0011786222457885742,0.0010677576065063477,0.06370854377746582,0.4448557052016258,0.8869791818037629,0.9730729293823243,0.940963557511568,1.2741111040115356,0.7328125163912773,0.8572916880249977,0.8223958492279053,38000
39000,6,15.106882995190352,0.0011092424392700195,0.0010417699813842773,0.06352829933166504,0.4157049728929996,0.8903906401246786,0.9723958447575569,0.9469270972907543,1.5107579112052918,0.7721354335546493,0.8526041880249977,0.7979166895151139,39000
40000,6,15.072970132706194,0.0013499259948730469,0.0011383295059204102,0.06481766700744629,0.4825202219188213,0.8857291839271784,0.9676041808724404,0.9365625165402889,1.4518448531627655,0.7468750275671482,0.8320312753319741,0.8088541835546493,40000
41000,6,15.074769245875531,0.0011307001113891602,0.0010465383529663086,0.06422412395477295,0.4528924185037613,0.8940364738181233,0.9731510525941849,0.9411979316174984,1.281203019618988,0.7721354357898236,0.8486979350447654,0.8276041924953461,41000
42000,7,15.151838851607092,0.0008974075317382812,0.0011858940124511719,0.06301140785217285,0.42898403786122796,0.8942968921735883,0.9723177218437195,0.9457031394541263,1.424046528339386,0.7494791850447655,0.8419271051883698,0.8135416850447654,42000
43000,7,14.969992943127144,0.0009214878082275391,0.0012118816375732422,0.06473922729492188,0.4252020488679409,0.8908593887463212,0.9723177187144756,0.944895850121975,1.4726258873939515,0.7796875238418579,0.8684896007180214,0.8143229395151138,43000
44000,7,15.024812607347174,0.0009094476699829102,0.0012280941009521484,0.06548309326171875,0.4142889166623354,0.8865885583683848,0.9696875117719174,0.9451302233338356,1.3540919423103333,0.7684896036982536,0.8726562663912774,0.8109375208616256,44000
45000,7,15.478487329244784,0.0008025169372558594,0.0010712146759033203,0.06087470054626465,0.4138177520036697,0.8913802247494459,0.9709635536372662,0.9470833490788937,1.3971816658973695,0.7643229357898236,0.8677083507180214,0.8192708522081376,45000
46000,7,16.255834807420882,0.0007761716842651367,0.0010557174682617188,0.06213963031768799,0.4451447185873985,0.880911475121975,0.9717708459496498,0.9416927233338356,1.2691417455673217,0.7622395984828472,0.8481771036982536,0.8242187663912773,46000
47000,8,38.78316962024005,0.0012564659118652344,0.0008647441864013672,0.0311354398727417,0.4403301665657445,0.8944627376959512,0.9757401429508862,0.9383909141546801,1.6032315015792846,0.7630208551883697,0.8429687723517418,0.7955729365348816,47000
48000,8,15.381959098543168,0.0009216070175170898,0.0012645721435546875,0.062489986419677734,0.417892366796732,0.893385431021452,0.9725000126659871,0.9454687644541263,1.5611611366271974,0.7567708499729633,0.8335937693715095,0.7971354365348816,48000
49000,8,15.296260787522366,0.0008989572525024414,0.0012214183807373047,0.06506049633026123,0.41089614905416966,0.8936718914657831,0.9746614715456963,0.94611980676651,1.276804405450821,0.7450521014630794,0.8471354335546494,0.820833346247673,49000
50000,8,15.114498986349721,0.0009007453918457031,0.0012110471725463867,0.06421458721160889,0.43778579667210576,0.8905208481103182,0.9726041796803474,0.9439583472907543,1.4850590109825135,0.7778646022081375,0.8375000149011612,0.8088541850447655,50000
51000,8,15.153874746297578,0.0009038448333740234,0.0011609792709350586,0.06215250492095947,0.42323669493198396,0.896197931393981,0.9761979284882546,0.9441406419873237,1.2571710109710694,0.7632812693715095,0.8546875193715096,0.8361979335546493,51000
52000,8,15.125111014018671,0.00092315673828125,0.0011827945709228516,0.06319534778594971,0.39580748602747917,0.892161472067237,0.970911470502615,0.9485937647521496,1.3416285037994384,0.7804687708616257,0.8515625223517418,0.8114583492279053,52000
53000,9,15.070157745880511,0.0008928775787353516,0.0011960268020629883,0.06263351440429688,0.40546570032835005,0.890885430239141,0.9738020952045917,0.9474739736318588,1.3148802280426026,0.7684896022081376,0.8304687678813935,0.8049479380249978,53000
54000,9,15.098608836394527,0.0009291172027587891,0.001173257827758789,0.06510090827941895,0.412444893270731,0.8868229318782688,0.9736979295313358,0.9461198075115681,1.4779078781604766,0.7562500189989805,0.8312500163912773,0.8182291835546494,54000
55000,9,14.993042717208743,0.0008392333984375,0.0011096000671386719,0.06488704681396484,0.4004594825208187,0.8894270974397659,0.9722395940124988,0.9487500137090683,1.5749208450317382,0.7921875223517418,0.8536458551883698,0.8083333522081375,55000
56000,9,15.377562558019143,0.0009456872940063477,0.0011574029922485352,0.06339311599731445,0.4060026635229588,0.890911472812295,0.9740625110268593,0.9474739724397659,1.3668928146362305,0.7770833507180214,0.8278645977377892,0.8184896036982536,56000
57000,9,15.118216133658413,0.0008131265640258789,0.0010694265365600586,0.06336641311645508,0.411888946890831,0.8863541824743152,0.9744010546803474,0.9446354334056377,1.3393647074699402,0.7476562708616257,0.8434896022081375,0.8151041850447655,57000
58000,9,14.98967667102053,0.0008938312530517578,0.0011620521545410156,0.06512463092803955,0.40523288302123545,0.8924218897521495,0.9741666777431965,0.948671890348196,1.661600363254547,0.763281273841858,0.8231771022081376,0.7830729365348816,58000
59000,10,15.05346589903144,0.0012197494506835938,0.0011440515518188477,0.064697265625,0.4176731283962727,0.8938802246376872,0.9742187620699405,0.9454166802763939,1.3550715804100038,0.7648437678813934,0.8377604305744171,0.8130208536982536,59000
60000,10,15.092259412313886,0.0011343955993652344,0.0010492801666259766,0.06297469139099121,0.3950525507330894,0.8921614734083414,0.9723958465456962,0.9479427243769168,1.5873165488243104,0.7934896036982536,0.8632812649011612,0.8106771051883698,60000
61000,10,15.235607181575187,0.0010497570037841797,0.001000523567199707,0.06186234951019287,0.40257342517375944,0.8927343905344606,0.9732552197575569,0.9493489718437195,1.4505816221237182,0.7773437693715095,0.8427083536982536,0.801302096247673,61000
62000,10,16.047620559820114,0.001030564308166504,0.0010144710540771484,0.057595014572143555,0.3988975955545902,0.8956770979985594,0.9722395958006382,0.9476562629640103,1.3106487393379211,0.7578125149011612,0.8367187693715096,0.8143229380249977,62000
63000,10,15.10031350140557,0.0011328458786010742,0.0010455846786499023,0.06423068046569824,0.4103934893012047,0.8997656401991844,0.969765637665987,0.9483073058724404,1.3246209800243378,0.7723958507180214,0.8484375178813934,0.8205729380249978,63000
64000,10,15.714147038613126,0.001085519790649414,0.0010303258895874023,0.06115102767944336,0.40580532640218736,0.8881770981103182,0.9729948033392429,0.9474479323625564,1.5759200930595398,0.7755208551883698,0.8369791865348816,0.8067708507180213,64000
65000,11,15.083960032920496,0.0009112358093261719,0.0012142658233642578,0.06409740447998047,0.3907866608351469,0.8963802245631814,0.9765885528922081,0.9485937650501728,1.2490018427371978,0.7674479335546494,0.8401041880249978,0.8265625208616256,65000
66000,11,15.069255166764936,0.0009043216705322266,0.0012319087982177734,0.06249058246612549,0.39884856700897214,0.8963541837036609,0.9745573045313358,0.9480729325115681,1.380677545070648,0.7781250163912773,0.8380208551883698,0.8148437708616256,66000
67000,11,14.992434445112991,0.0008215904235839844,0.0010857582092285156,0.06304025650024414,0.3777062596380711,0.8952604313939809,0.9724479280412197,0.9525000141561031,1.6888176321983337,0.7583333551883698,0.8416666835546494,0.81197919100523,67000
68000,11,15.97177534131293,0.0006786584854125977,0.000904083251953125,0.05820190906524658,0.3778628680109978,0.8944270973280072,0.9722656357288361,0.9521614733338356,1.6263060331344605,0.7578125149011612,0.8054687693715096,0.7942708507180214,68000
69000,11,15.06642468260426,0.0009189844131469727,0.0012241601943969727,0.06325972080230713,0.373764209151268,0.8924739732593298,0.9729687610268593,0.9517968916893005,1.4632993698120118,0.7770833507180214,0.8385416865348816,0.8234375193715096,69000
70000,11,15.026920564763465,0.0008813142776489258,0.0012218952178955078,0.06382811069488525,0.3821452300995588,0.8961198062077165,0.9739323036372661,0.9502083475887776,1.5862738490104675,0.7757812649011612,0.8468750223517418,0.8013021007180214,70000
71000,12,15.221843744110537,0.0011548995971679688,0.001063704490661621,0.06402850151062012,0.3849338513612747,0.8991666834056378,0.9735156373679638,0.9514323064684868,1.5631533145904541,0.7979166850447654,0.8539062708616256,0.8085937708616256,71000
72000,12,15.049153596696918,0.0010797977447509766,0.0010548830032348633,0.06498384475708008,0.39239462576806544,0.8955208475142717,0.973541678339243,0.9504948064684868,1.3358973741531373,0.7523437686264515,0.8315104380249977,0.8135416865348816,72000
73000,12,15.088254314418947,0.0012110471725463867,0.0011562108993530273,0.06469321250915527,0.3743236199021339,0.895677097812295,0.9737760546803474,0.9521093907952308,1.301909053325653,0.7622396022081375,0.8382812708616256,0.8210937693715096,73000
74000,12,15.10153189868377,0.0011633634567260742,0.0010825395584106445,0.06302320957183838,0.3791911529749632,0.8960416811704636,0.9728645958006382,0.9523177243769169,1.5525800943374635,0.7791666865348816,0.8429687678813934,0.8041666850447655,74000
75000,12,15.146477744001405,0.001130819320678711,0.0010466575622558594,0.06418991088867188,0.36938665471971033,0.8945573072880506,0.9747916792333126,0.9515885570645333,1.4557731032371521,0.7739583522081375,0.8333333536982537,0.8065104350447655,75000
76000,12,15.037449282761356,0.0010761022567749023,0.0010176897048950195,0.06564009189605713,0.3999570571631193,0.8942187647521496,0.971744803339243,0.9500781390070915,1.3316997945308686,0.7708333551883697,0.8523437663912773,0.8065104350447655,76000
77000,13,15.071167116565052,0.0009130239486694336,0.0012181997299194336,0.06397867202758789,0.3798277889937162,0.892734390720725,0.9744270965456963,0.9550520969927311,1.397207462787628,0.7794270992279053,0.8528646051883697,0.8281250178813935,77000
78000,13,16.015883672474555,0.0006796121597290039,0.0008968114852905273,0.057463884353637695,0.3783366627991199,0.9002343893051148,0.9753125120699405,0.9495312641561031,1.4340728938579559,0.7734375193715095,0.8393229335546494,0.8184896036982536,78000
79000,13,15.039226983824824,0.0009131431579589844,0.0012050867080688477,0.0647052526473999,0.4316881842911243,0.8840625163912773,0.967083346247673,0.9454166819155216,1.37094544172287,0.7585937708616257,0.8726562723517418,0.8273437663912773,79000
80000,13,15.109690056217374,0.0009148120880126953,0.0011887550354003906,0.0641334056854248,0.3909342662245035,0.8941145987436175,0.9695052209496499,0.9484375151991844,1.7833574295043946,0.7705729395151139,0.8101562663912774,0.792187525331974,80000
81000,13,15.979833190100551,0.0008089542388916016,0.001086592674255371,0.060587167739868164,0.41790870919823647,0.8913281388953328,0.9724479295313359,0.9487239736318588,1.4541897356510163,0.7914062738418579,0.8497396036982536,0.8127604357898235,81000
82000,13,15.465648579118168,0.0009055137634277344,0.0011932849884033203,0.06403219699859619,0.38637980408966544,0.8923437631875276,0.9789062610268593,0.9508593887090683,1.3516192317008973,0.7703125238418579,0.8406250149011611,0.8177083536982537,82000
83000,14,15.092133423212696,0.0012015104293823242,0.0011192560195922852,0.06357300281524658,0.40066161811351775,0.8941145984083414,0.9710416798293591,0.9471875163912773,1.3538490056991577,0.7994791865348816,0.8653646066784859,0.822916679084301,83000
84000,14,15.160840010149869,0.0012710094451904297,0.0011202096939086914,0.06396913528442383,0.36739908911287783,0.8929687652364373,0.9745312634110451,0.9540104304254055,1.4464618682861328,0.788541679084301,0.8442708507180214,0.8184896036982536,84000
85000,14,15.134322350114134,0.0011135339736938477,0.0010540485382080078,0.06365728378295898,0.3634811098128557,0.8987760551273822,0.9723437622189521,0.9536458475887776,1.3095305502414702,0.7619791850447655,0.8567708507180214,0.8252604372799397,85000
86000,14,15.216967931603055,0.0011067390441894531,0.0009876489639282227,0.06281709671020508,0.36051729418337347,0.8953125150874257,0.973411470502615,0.9534375147521496,1.3019510567188264,0.7515625178813934,0.8377604380249977,0.8242187708616256,86000
87000,14,15.166569950932434,0.0011588335037231445,0.0010504722595214844,0.0634685754776001,0.38320391938090326,0.8935937644168734,0.972916679084301,0.9500000147521496,1.3246466279029847,0.7846354305744171,0.8445312708616257,0.8195312649011612,87000
88000,14,16.60084529937043,0.0010956525802612305,0.0010393857955932617,0.060245394706726074,0.3654843097925186,0.9015885563567281,0.9759375104308128,0.9532812640070916,1.5157474875450134,0.7932291850447655,0.8507812738418579,0.8135416880249977,88000
89000,15,15.013160081948588,0.0008378028869628906,0.0011883974075317383,0.06353044509887695,0.3475928071886301,0.8971875151619315,0.9721614706516266,0.9567968891561032,1.4941330552101135,0.7815104350447655,0.8338541865348816,0.812760441750288,89000
90000,15,15.286642960845304,0.0008858442306518555,0.0012000799179077148,0.06440043449401855,0.3635098819434643,0.8971093885228038,0.9750781366229058,0.9527864715456963,1.6028966307640076,0.7856771036982536,0.8226562723517418,0.8015625163912773,90000
91000,15,15.155045400777093,0.0008504390716552734,0.0011696815490722656,0.06450533866882324,0.36212816059589387,0.8948698072507978,0.9777343870699405,0.9530989742279052,1.4606502294540404,0.7901041805744171,0.8723958522081375,0.8309896022081376,91000
92000,15,15.059764872854565,0.0009105205535888672,0.0012191534042358398,0.063163161277771,0.3638562522083521,0.9021875152736902,0.974244804084301,0.9536718901991844,1.3313757359981537,0.7791666828095913,0.8690104365348816,0.8312500163912773,92000
93000,15,15.063829518253854,0.0008252859115600586,0.0010755062103271484,0.06267333030700684,0.35543430179357527,0.897656265385449,0.9741666799783707,0.954895847439766,1.104279839992523,0.7768229335546494,0.8437500193715095,0.8468750208616257,93000
94000,16,39.0159974460048,0.0012252330780029297,0.0008236169815063477,0.03139758110046387,0.3606418041806472,0.9059073596604561,0.9762883896106168,0.9576480392562715,1.2490211129188538,0.7723958529531956,0.8518229335546493,0.8375000193715095,94000
95000,16,15.117770938469437,0.0009057521820068359,0.0012270212173461914,0.06168234348297119,0.3683681634068489,0.8974479307234288,0.9765364702045918,0.9532291804254055,1.5427855491638183,0.7812500208616256,0.8351562678813934,0.8000000208616257,95000
96000,16,15.110624704830082,0.000929713249206543,0.0012249946594238281,0.06413412094116211,0.37556569546461105,0.8969791807606816,0.9756510543823242,0.9501562649011612,1.3581310153007506,0.7861979380249977,0.8507812693715096,0.8070312723517418,96000
97000,16,15.163644135862189,0.0009067058563232422,0.001217961311340332,0.06342959403991699,0.36230185493826866,0.8998698049411178,0.9729948043823242,0.953177098184824,1.4439937472343445,0.7869791820645332,0.8554687708616256,0.8273437723517418,97000
98000,16,14.922474221639819,0.0008716583251953125,0.0011316537857055664,0.06516838073730469,0.36055605463683604,0.8998958469554782,0.9784635517001152,0.9542187649011612,1.3563733220100402,0.7770833522081375,0.8416666865348816,0.8177083522081375,98000
99000,16,15.083477797931577,0.0009245872497558594,0.0012218952178955078,0.06333518028259277,0.3639927741885185,0.8988541820831597,0.9737760539352894,0.9549739736318589,1.423271656036377,0.7747396036982537,0.8354166820645332,0.8119791895151138,99000
