time/steps,time/epochs,time/steps_per_second,time/dataset,time/preprocess,time/train_step,train/outer_loss,train/pre_adapt_support_accuracy,train/post_adapt_support_accuracy,train/post_adapt_query_accuracy,valid/outer_loss,valid/pre_adapt_support_accuracy,valid/post_adapt_support_accuracy,valid/post_adapt_query_accuracy,step
100000,17,15.05329085268056,0.0009275674819946289,0.0011944770812988281,0.0652848482131958,0.3305276283621788,0.9050781389698386,0.9753645956516266,0.9593489716947079,1.2645802915096283,0.7848958551883698,0.8471354335546494,0.8119791850447655,100000
101000,17,15.363606846763634,0.0008023977279663086,0.0010455846786499023,0.060285091400146484,0.3699409982562065,0.897473972029984,0.9764843866229057,0.9528385578095913,1.3851696372032165,0.7684896036982536,0.838802108168602,0.8161458551883698,101000
102000,17,15.21099850283706,0.0008767843246459961,0.001195669174194336,0.06347870826721191,0.36803386121988296,0.8988802221231162,0.9751302209496499,0.9539323064684868,1.4661145746707915,0.7710937678813934,0.8263021051883698,0.8122396036982537,102000
103000,17,15.558364975161465,0.0007774829864501953,0.0010249614715576172,0.06069362163543701,0.3551241070777178,0.9075781387835741,0.9770573024451733,0.9549479314684868,1.4136011362075807,0.7921875238418579,0.8471354335546494,0.8145833551883698,103000
104000,17,15.79115560592831,0.0009014606475830078,0.0011832714080810547,0.06450557708740234,0.366454454511404,0.899114600121975,0.9756510531902314,0.9531250146031379,1.5517276227474213,0.7791666924953461,0.8354166865348815,0.8070312678813935,104000
105000,17,15.149559999305064,0.0009253025054931641,0.001239776611328125,0.06379175186157227,0.3483639424294233,0.8945052243769169,0.9767708446085454,0.9562239719927311,1.4219856560230255,0.7851562708616256,0.8562500238418579,0.8065104357898235,105000
106000,18,15.064729824279107,0.0011339187622070312,0.0010666847229003906,0.06558787822723389,0.4147747518122196,0.8848177266865969,0.9690885573625565,0.9455729335546493,1.3760717272758485,0.7486979365348816,0.8520833551883698,0.8135416835546494,106000
107000,18,14.951344102915398,0.0011762380599975586,0.0010974407196044922,0.06424546241760254,0.3709449823945761,0.8967187653109431,0.9724739715456963,0.9535416813194751,1.564873492717743,0.7833333507180213,0.8302083522081375,0.8033854380249977,107000
108000,18,15.00993862188833,0.001049637794494629,0.0010523796081542969,0.06493771076202393,0.3509619426727295,0.9007291806116701,0.975338554084301,0.9529687654972077,1.510382455587387,0.7846354380249977,0.8479166880249978,0.8187500149011612,108000
109000,18,15.061956750395357,0.0012319087982177734,0.0011303424835205078,0.06424129009246826,0.3648436865210533,0.897968764975667,0.9781510543823242,0.9550781406462192,1.4553400218486785,0.7893229380249978,0.8588541865348815,0.811979179084301,109000
110000,18,15.044397483628478,0.001207590103149414,0.0010868310928344727,0.06480538845062256,0.4115030148625374,0.8876823077350855,0.9763020968437195,0.9469791825115681,1.2120357930660248,0.7716146051883698,0.8552083522081375,0.8315104365348815,110000
111000,18,15.05865052101883,0.0011087656021118164,0.001043558120727539,0.06255102157592773,0.35972109630703925,0.8998698071390391,0.9806510519981384,0.9545052240788937,1.33818399310112,0.7828125193715095,0.8463541850447655,0.8375000223517418,111000
112000,19,15.053774401121062,0.0008956193923950195,0.0011947154998779297,0.06364381313323975,0.37518199130892754,0.8967708474770189,0.9774479286372662,0.952395848184824,1.4325819194316864,0.7619791865348816,0.8385416865348816,0.8257812678813934,112000
113000,19,15.128104368419468,0.0009020566940307617,0.0011720657348632812,0.06112039089202881,0.37163711175322534,0.9017187649384141,0.9755208444595337,0.9533593897521496,1.2899511933326722,0.7700521022081375,0.8625000178813934,0.8247396036982536,113000
114000,19,15.157051484164938,0.0009104013442993164,0.0012133121490478516,0.0628962516784668,0.3629860682040453,0.8981250138580799,0.9717968885600566,0.9535156399011612,1.4873606085777282,0.7619791835546493,0.8278646007180214,0.8132812678813934,114000
115000,19,14.985172221419347,0.000888824462890625,0.0011919736862182617,0.06411588191986084,0.36798499777913096,0.8975781392306089,0.9734635557234287,0.9534635551273822,1.343658196926117,0.8106771036982536,0.8687500193715095,0.8197916835546494,115000
116000,19,15.119793327333678,0.0009055137634277344,0.001170516014099121,0.06308579444885254,0.348499007076025,0.9055468886345625,0.9769010528922081,0.9557031385600567,1.3369082808494568,0.7794270977377892,0.8492187663912774,0.8257812693715095,116000
117000,19,15.109626371498177,0.0008845329284667969,0.001210331916809082,0.06269228458404541,0.3464646832644939,0.9023958479613066,0.9747656366229057,0.9589843897521496,1.4685675144195556,0.7783854365348816,0.8515625178813935,0.8135416880249977,117000
118000,20,15.113622674931015,0.0012183189392089844,0.0010743141174316406,0.0623093843460083,0.3492580807209015,0.8942708465456962,0.9769010531902313,0.9538541831076145,1.6345446348190307,0.7713541887700558,0.8335937663912774,0.8005208514630795,118000
119000,20,15.09832892979325,0.0011428594589233398,0.0010323524475097656,0.06316184997558594,0.3358113071322441,0.9030468908324838,0.97729167714715,0.9566927224397659,1.3470404505729676,0.7703125208616257,0.8346354380249977,0.8307291865348816,119000
120000,20,15.08122108765693,0.0012634992599487305,0.0011550188064575195,0.0648641586303711,0.34900020852684976,0.9007031402364373,0.9758854311704636,0.9564062653481961,1.2759377419948579,0.7809895977377892,0.8731771036982536,0.8348958566784859,120000
121000,20,14.72073569985409,0.001277327537536621,0.0011398792266845703,0.06529772281646729,0.36905982822179795,0.8967708487436176,0.977500009983778,0.955130223929882,1.530768883228302,0.7687500193715096,0.8489583492279053,0.8171875163912773,121000
122000,20,14.876798427217134,0.0008988380432128906,0.0012078285217285156,0.06443953514099121,0.31659958317875864,0.902291679866612,0.9767187613248826,0.9599218901991844,1.7348756909370422,0.7895833566784859,0.8518229365348816,0.7989583492279053,122000
123000,20,14.62717105243656,0.0009804964065551758,0.0012215375900268555,0.06639552116394043,0.355149215683341,0.8998958491906524,0.9757291780412197,0.9545312659442424,1.1887449026107788,0.7937500193715096,0.8609375163912774,0.8231771036982536,123000
124000,21,14.998081214337441,0.0009578466415405273,0.0012761354446411133,0.06433582305908203,0.3295896723121405,0.9060937644168735,0.9792187608778476,0.9591666820645333,1.479481327533722,0.7625000223517417,0.8559896036982536,0.8098958544433117,124000
125000,21,15.072436602969335,0.0009232759475708008,0.0012041330337524414,0.06519019603729248,0.34213396087288855,0.9028125140443444,0.9782552202045918,0.9569531382620334,1.3865723967552186,0.7828125178813934,0.8536458507180213,0.8270833551883697,125000
126000,21,15.007179774593041,0.0008211135864257812,0.001087188720703125,0.06442785263061523,0.3281796830147505,0.9014583465456962,0.9791927184164524,0.9573177233338356,1.5274897575378419,0.7888021022081375,0.8630208492279052,0.823437525331974,126000
127000,21,14.97760895483257,0.0008810758590698242,0.0011458396911621094,0.06428205966949463,0.3481460089981556,0.8930208487063647,0.9775781385600567,0.9554427243769169,1.38579004406929,0.7848958536982537,0.8515625178813935,0.8307291820645333,127000
128000,21,15.138965558786941,0.0008147954940795898,0.001059412956237793,0.06184494495391846,0.3389239312708378,0.903515639230609,0.9746354272961617,0.957708345502615,1.4858169913291932,0.7914062678813935,0.8572916835546494,0.8070312678813935,128000
129000,21,15.149546319504974,0.0008958578109741211,0.0011866092681884766,0.06398952007293701,0.32621670700609684,0.9076302235201001,0.9778645956516265,0.9587500122189522,1.3243423581123352,0.7770833566784858,0.8335937663912774,0.8192708522081376,129000
130000,22,15.0380466555822,0.0011078119277954102,0.0010434389114379883,0.06433868408203125,0.32612936027348044,0.9018489718437195,0.9763020949065685,0.9593489724397659,1.469488525390625,0.7820312686264514,0.8317708522081375,0.8184896022081375,130000
131000,22,14.966715744468239,0.0012073516845703125,0.0011725425720214844,0.0644373893737793,0.34996961392462256,0.9047135569900274,0.9776562613248825,0.9551823085546494,1.4420759081840515,0.7901041835546494,0.8492187678813934,0.8401041805744172,131000
132000,22,15.083069902192985,0.0010939836502075195,0.0010416507720947266,0.06467187404632568,0.3376343412697315,0.9046875137835741,0.9781250104308128,0.9577083490788937,1.3150911331176758,0.7963541835546494,0.8375000223517418,0.8338541880249977,132000
133000,22,15.267937060616779,0.0012305974960327148,0.0011508464813232422,0.06499338150024414,0.3651592072844505,0.8987760568410158,0.9776823037862777,0.9546614728868008,1.5039333701133728,0.7804687708616257,0.8611979365348816,0.8114583507180214,133000
134000,22,15.125707190057541,0.001056671142578125,0.0009931325912475586,0.06271088123321533,0.3473109794035554,0.9006510566174984,0.9750520968437195,0.9561979322135449,1.5370107769966126,0.7791666895151138,0.8382812723517418,0.7940104335546494,134000
135000,22,14.995482732669657,0.0012878179550170898,0.0011600255966186523,0.0679013729095459,0.37543788596987726,0.8937500161677598,0.9753645972907543,0.9505729329586029,1.501571500301361,0.7713541850447655,0.8372396036982537,0.8330729402601719,135000
136000,23,15.37078431639855,0.0009138584136962891,0.0012161731719970703,0.06409788131713867,0.3518262829631567,0.9033333483338356,0.9767187622189522,0.95479168176651,1.616954231262207,0.7898437708616257,0.8536458492279053,0.8078125223517418,136000
137000,23,14.969882878614756,0.0008982419967651367,0.0011532306671142578,0.06448721885681152,0.3461700154840946,0.9048177207633853,0.9766927196085453,0.956197929829359,1.634824764728546,0.8044271022081375,0.8630208492279052,0.8153646036982536,137000
138000,23,15.686124915259365,0.0008227825164794922,0.0010492801666259766,0.06067299842834473,0.3351519163697958,0.905052097029984,0.9787760534882546,0.9560416823625565,1.4409920752048493,0.7924479320645332,0.8583333536982536,0.8156250208616257,138000
139000,23,15.202779101470687,0.0009307861328125,0.0011769533157348633,0.06323254108428955,0.35434492900967596,0.9036458479240537,0.9785156370699406,0.9547395980358124,1.5108379006385804,0.7768229365348815,0.8458333536982536,0.8072916820645333,139000
140000,23,15.108966150443848,0.0008866786956787109,0.0011372566223144531,0.06533896923065186,0.32849188476800917,0.9017187644541264,0.9781250114738941,0.9570312643051148,1.4797787070274353,0.7770833492279052,0.8416666865348816,0.8114583477377891,140000
141000,24,39.078685668674595,0.001225113868713379,0.0008422136306762695,0.03146862983703613,0.32439508622414187,0.9086485895279207,0.974369532183597,0.9597724934941844,1.298443228006363,0.7690104395151138,0.8557291835546493,0.8276041835546494,141000
142000,24,14.94998196258933,0.0008884668350219727,0.0012004375457763672,0.06404685974121094,0.32821897879242895,0.9056510552763939,0.9810416769981384,0.9583854313194752,1.3644798517227172,0.7635416865348816,0.8341146051883698,0.8072916835546493,142000
143000,24,15.8331134134613,0.0008336305618286133,0.0011358261108398438,0.06420516967773438,0.3434236170351505,0.9021093881130219,0.9790104277431965,0.9572395978868008,1.4486387968063354,0.7861979365348816,0.8583333566784859,0.8156250201165676,143000
144000,24,15.234403021583303,0.0009214878082275391,0.0012123584747314453,0.06253659725189209,0.35622591771185397,0.89869793061167,0.975911470502615,0.9550781394541263,1.373426800966263,0.7742187708616257,0.8661458492279053,0.8059896014630794,144000
145000,24,15.049722199537246,0.000914454460144043,0.0011969804763793945,0.06346392631530762,0.37212875053286554,0.8941145993769168,0.974895845502615,0.9532031404972077,1.440356183052063,0.8221354365348816,0.8731771022081375,0.8182291850447655,145000
146000,24,15.072240533511456,0.0009191036224365234,0.0011827945709228516,0.06281602382659912,0.3342187757790089,0.9014843891561032,0.975598970502615,0.9600781391561032,1.5236833453178407,0.7804687686264515,0.8244791850447655,0.8013021022081375,146000
147000,25,15.028806708224003,0.000903010368347168,0.0011900663375854492,0.06397366523742676,0.3300232996046543,0.9054427221789956,0.9792448019981385,0.9603125140070915,1.5410335063934326,0.7783854372799397,0.8497396022081375,0.8268229380249977,147000
148000,25,15.379462191247315,0.0009245872497558594,0.0011949539184570312,0.06266140937805176,0.332497511357069,0.9015885553136468,0.9777083450555801,0.9572135554254055,1.6081782519817351,0.7861979380249977,0.8432291865348815,0.8161458536982537,148000
149000,25,15.130217941593944,0.0009033679962158203,0.001189589500427246,0.06284868717193604,0.30636124655604363,0.905416680779308,0.9800781366229058,0.9623437629640103,1.478896939754486,0.7815104365348816,0.8427083566784859,0.7947916865348816,149000
150000,25,14.970645883367204,0.0008819103240966797,0.0011341571807861328,0.06483566761016846,0.337360298037529,0.9062760549038649,0.9792968867719174,0.9566406369209289,1.4914969444274901,0.7669271007180214,0.8393229320645332,0.8213541850447654,150000
151000,25,15.045401247623186,0.0009187459945678711,0.0012167692184448242,0.06372725963592529,0.3260220067948103,0.906328139975667,0.9739323036372661,0.9582552233338356,1.3404941797256469,0.7799479395151139,0.8291666865348816,0.8270833522081376,151000
152000,25,14.920963932553736,0.0009524822235107422,0.0012409687042236328,0.06646251678466797,0.3551121310889721,0.8953645979240537,0.979635429084301,0.9550000163912773,1.355646127462387,0.7763021022081376,0.8552083551883698,0.8169271007180214,152000
153000,26,15.079349414577884,0.0012265443801879883,0.001153111457824707,0.06463944911956787,0.3454813681542873,0.9024479321762919,0.976484386920929,0.9556250159442424,1.4609192609786987,0.7882812663912773,0.8346354380249977,0.8114583551883697,153000
154000,26,15.098670254182846,0.0012695789337158203,0.0011750459671020508,0.06493854522705078,0.3306130923330784,0.9045573056302965,0.9779948045313358,0.9600000138580799,1.5131567120552063,0.7661458522081375,0.848697942495346,0.8166666865348816,154000
155000,26,15.096846956530316,0.0011135339736938477,0.0010582208633422852,0.06319296360015869,0.3289033404737711,0.9029687656089663,0.9819010528922081,0.9576041820645332,1.4121452689170837,0.7976562693715096,0.8695312708616256,0.8200521051883698,155000
156000,26,15.091530659637032,0.0012208223342895508,0.001152634620666504,0.06464493274688721,0.37056777216494086,0.8932552233710885,0.9791666787862777,0.9523437651991844,1.4010985314846038,0.8164062678813935,0.8559896051883698,0.8221354350447655,156000
157000,26,15.102255092230859,0.001151442527770996,0.0010547637939453125,0.06383991241455078,0.31349901981651784,0.9086718895286322,0.9784375090897083,0.9606250141561031,1.5297786474227906,0.7703125208616257,0.8231771051883697,0.8013021066784859,157000
158000,26,15.070571983049026,0.0013161897659301758,0.0012214183807373047,0.06325793266296387,0.31878375373780726,0.9096875147521496,0.9793229277431965,0.9607291808724403,1.5188760936260224,0.7888021051883698,0.8601562723517417,0.8080729350447655,158000
159000,27,15.077376853108609,0.0008952617645263672,0.0012257099151611328,0.0633460283279419,0.31619810238480567,0.9060937629640102,0.9798437605798245,0.9598437637090683,1.359933602809906,0.7703125208616257,0.8526041880249977,0.8234375208616257,159000
160000,27,15.338016196634182,0.0007805824279785156,0.0010586977005004883,0.06085336208343506,0.32115701407194136,0.8990364710614085,0.9793489694595336,0.9584895974397659,1.4380936563014983,0.799479178339243,0.8643229395151139,0.8104166865348816,160000
161000,27,15.228832386132789,0.0009267330169677734,0.0012046098709106445,0.063789963722229,0.3191811031103134,0.9032812643423677,0.9814062605798245,0.9602343890070916,1.5526792764663697,0.7958333477377891,0.8471354395151138,0.8093750223517417,161000
162000,27,14.99987161269405,0.0009137392044067383,0.0012538433074951172,0.06525075435638428,0.34428018480539324,0.9032812640443444,0.9802343860268593,0.9573437643051147,1.321223884820938,0.7768229365348815,0.8565104380249977,0.8291666820645333,162000
163000,27,14.892211671516108,0.0009076595306396484,0.0011944770812988281,0.06559562683105469,0.3278204387426376,0.9038281409442425,0.9772135546803474,0.9585156388580799,1.473106610774994,0.7877604380249977,0.8513020992279052,0.8208333566784859,163000
164000,27,15.201261678508645,0.0007940530776977539,0.0010334253311157227,0.06029343605041504,0.3426440221071243,0.9037239734828472,0.9826562614738941,0.9568229308724403,1.1947047650814056,0.7880208507180214,0.8695312663912773,0.8380208507180213,164000
165000,28,15.810614478683718,0.0011563301086425781,0.0010677576065063477,0.06422829627990723,0.32104298822581767,0.9034635566174984,0.9795052222907543,0.9598698070645333,1.463932740688324,0.7885416850447655,0.8513021007180214,0.8361979365348816,165000
166000,28,14.92856732018253,0.001116633415222168,0.0010324716567993164,0.06445276737213135,0.325567364692688,0.9069791796058416,0.9780989706516265,0.9605208468437195,1.2791030645370483,0.7864583514630794,0.8528646007180214,0.8322916850447655,166000
167000,28,15.01516263994252,0.0011615753173828125,0.0010601282119750977,0.06513726711273193,0.33708858087658883,0.9070573047548532,0.9820312623679638,0.9570052216947079,1.4607400834560393,0.7606770992279053,0.8169271059334278,0.8080729380249977,167000
168000,28,14.869863382307676,0.0010808706283569336,0.0010277032852172852,0.06457281112670898,0.3528719289600849,0.8971875150129199,0.978932303339243,0.9557291820645333,1.4284161806106568,0.7778646066784859,0.8518229380249978,0.8049479365348816,168000
169000,28,15.13353601805559,0.0010913610458374023,0.0010248422622680664,0.06490838527679443,0.36996599674224856,0.8984114741161465,0.9798437614738941,0.9536458484828472,1.3783086478710174,0.7979166880249977,0.8783854365348815,0.8158854380249977,169000
170000,28,15.006803915182426,0.0012301206588745117,0.0011470317840576172,0.06475532054901123,0.3583398738503456,0.903359390720725,0.9820052206516265,0.9554427240788936,1.2658555567264558,0.8070312663912773,0.8796875163912773,0.8382812678813935,170000
171000,29,15.113066114727818,0.0008982419967651367,0.0011703968048095703,0.06383860111236572,0.3353436771035194,0.8991145972907543,0.9756510534882545,0.959270847439766,1.393757426738739,0.8052083507180214,0.8716146007180214,0.8164062678813935,171000
172000,29,15.38967829574565,0.0009285211563110352,0.0011637210845947266,0.0651320219039917,0.3264785036444664,0.9067708463594317,0.9802343854308129,0.9602864730358124,1.2248856246471405,0.8013021036982536,0.8554687723517418,0.8351562708616257,172000
173000,29,14.934524476513246,0.0008264780044555664,0.0010765790939331055,0.06359481811523438,0.29348526544868947,0.9063802234455943,0.9811198037862777,0.962760429829359,1.2994091153144836,0.7697916850447655,0.8546875193715096,0.8403646022081375,173000
174000,29,15.01244539591936,0.0009142160415649414,0.0011973381042480469,0.06464767456054688,0.3308574868738651,0.9022395983338356,0.9789323043823243,0.9585416811704636,1.4239690721035003,0.7859375178813934,0.8643229395151139,0.8343750163912773,174000
175000,29,15.055667832720323,0.0008997917175292969,0.0011845827102661133,0.06446969509124756,0.31589551717042924,0.9059635572880507,0.9807812614738941,0.9603125149011612,1.4704846620559693,0.8007812649011612,0.8536458492279053,0.8184896066784859,175000
176000,29,15.071491508491258,0.0007529258728027344,0.0009906291961669922,0.06101095676422119,0.3629846568405628,0.9017968910560011,0.974479179829359,0.9540625149011612,1.3443858206272126,0.7890625178813935,0.8598958522081375,0.8330729380249977,176000
177000,30,14.99008970993491,0.0010870695114135742,0.0010216236114501953,0.063362717628479,0.31572773039340973,0.9069531394541264,0.9826041780412197,0.960494806021452,1.2797960698604585,0.7966146051883698,0.8601562678813934,0.8458333536982536,177000
178000,30,14.934663801251622,0.0010775327682495117,0.0010228157043457031,0.06494057178497314,0.3333010663837194,0.9017968884110451,0.9769791765511036,0.9586198078095913,1.4186716735363007,0.7833333551883698,0.8479166895151138,0.8156250178813934,178000
179000,30,15.021319846402559,0.001156926155090332,0.0010474920272827148,0.06393289566040039,0.3097302433848381,0.9030989729240537,0.9808073039352894,0.9617968901991845,1.3430400252342225,0.7880208559334279,0.8437500178813935,0.8346354365348816,179000
180000,30,15.103276925086226,0.0013099908828735352,0.0012347698211669922,0.06325876712799072,0.32236658319830896,0.9074218884110451,0.9800000128149986,0.960364598929882,1.598042094707489,0.7856771059334278,0.8458333492279053,0.8190104380249977,180000
181000,30,15.300308997148017,0.0010631084442138672,0.0010097026824951172,0.06106925010681152,0.3444450095295906,0.9085156388953328,0.9793229289352894,0.9567708475887775,1.3984224259853364,0.7888021036982537,0.8445312708616257,0.8096354350447654,181000
182000,30,14.984689322632168,0.0010277032852172852,0.000984787940979004,0.06483042240142822,0.3017441612109542,0.9045052217319608,0.981380220502615,0.9627604316174984,1.3602906346321106,0.7851562663912773,0.8450521022081375,0.8372396036982537,182000
183000,31,14.965619925853119,0.0008085966110229492,0.0011953115463256836,0.06348145008087158,0.3083607970178127,0.9039323060959578,0.9790625105798244,0.9619531388580799,1.4883212804794312,0.7940104357898236,0.8619791895151139,0.8221354365348816,183000
184000,31,15.017813652895738,0.0008181333541870117,0.001202702522277832,0.06447994709014893,0.34107314005494116,0.9020833481103182,0.9810937617719173,0.9549479308724403,1.558856189250946,0.7929687693715095,0.830729192495346,0.8213541880249977,184000
185000,31,14.92048038614848,0.000807642936706543,0.0010788440704345703,0.06144082546234131,0.3044429188221693,0.9068750144541263,0.9811458437144757,0.9593229311704635,1.6343999445438384,0.7882812693715096,0.8614583522081375,0.8127604357898235,185000
186000,31,14.957576554667478,0.0008912086486816406,0.0011619329452514648,0.06528890132904053,0.30580455422401426,0.9093229310959577,0.9783593870699405,0.96125001385808,1.429494059085846,0.7903645977377891,0.8585937708616257,0.8354166880249977,186000
187000,31,15.326091396956388,0.0008139610290527344,0.0010564327239990234,0.06184577941894531,0.2909760012477636,0.9081770956888795,0.9825000107288361,0.963619804829359,1.592090380191803,0.7890625178813935,0.8416666835546494,0.8130208492279053,187000
188000,32,40.47393726222441,0.0012749433517456055,0.0008963346481323242,0.030640840530395508,0.3514928770692725,0.9066612000920271,0.9795778636869631,0.9564830174571589,1.381196415424347,0.7757812708616256,0.8643229380249977,0.8307291835546493,188000
189000,32,15.160518884466207,0.0008788108825683594,0.0011794567108154297,0.0636439323425293,0.31129166558384896,0.9106250120326876,0.9815364685654641,0.9625260563194752,1.4245710253715516,0.7768229365348815,0.8479166910052299,0.8210937663912773,189000
190000,32,14.984409876575496,0.0009096860885620117,0.0011867284774780273,0.06557929515838623,0.32952835589647295,0.9090885557234287,0.9808854278922081,0.9575000157952309,1.6347679674625397,0.7869791895151138,0.8731771022081375,0.8192708536982536,190000
191000,32,15.063681822072024,0.0009270906448364258,0.0012012720108032227,0.06425642967224121,0.32492854811251165,0.9041406395658851,0.9805208444595337,0.9600781391561032,1.4926380395889283,0.7864583522081375,0.8721354380249977,0.8166666820645332,191000
192000,32,16.781939780409388,0.0006916522979736328,0.000926971435546875,0.05855429172515869,0.3230484733730555,0.9110156390070915,0.9831770934164524,0.9592968884110451,1.3357228875160216,0.7783854365348816,0.8729166880249977,0.8328125208616257,192000
193000,32,14.97180603471401,0.0008912086486816406,0.001143813133239746,0.06499707698822021,0.2989921132475138,0.906328140348196,0.9822656360268592,0.9609895977377891,1.5448742270469666,0.7882812663912773,0.8437500223517418,0.8127604410052299,193000
194000,33,14.87354871512527,0.00089263916015625,0.0011447668075561523,0.06437444686889648,0.3047757412493229,0.9086979328468442,0.980651051402092,0.9622916804254055,1.5685754120349884,0.7828125208616257,0.8653646007180213,0.8247396036982536,194000
195000,33,15.236857473707246,0.0007920265197753906,0.0010291337966918945,0.061119675636291504,0.3187028297781944,0.9092448056861758,0.9814583437144756,0.9594270969927311,1.357659685611725,0.7890625178813935,0.8588541850447655,0.8330729350447654,195000
196000,33,15.019072015384374,0.0009241104125976562,0.0011657476425170898,0.06560051441192627,0.4703449646383524,0.8704427280277014,0.9706510576605797,0.9407031436264515,1.5125642716884613,0.7856770992279053,0.8674479335546493,0.8143229350447655,196000
197000,33,15.069104115794762,0.0009000301361083984,0.0011494159698486328,0.06563591957092285,0.3199110908806324,0.9022656401246786,0.9773177209496499,0.9612760579586029,1.3972153663635254,0.7781250193715096,0.8393229365348815,0.8244791895151138,197000
198000,33,14.974417701063667,0.0009174346923828125,0.0011686086654663086,0.06414103507995605,0.32379132218658924,0.9055989727750421,0.9781510537862778,0.9598437659442425,1.534213614463806,0.8015625208616257,0.8424479380249977,0.8195312693715096,198000
199000,33,15.1241560303129,0.0007942914962768555,0.0010374784469604492,0.061406612396240234,0.315681881159544,0.9025260555371643,0.9801302196085453,0.9584114734828472,1.3583869576454162,0.7768229365348815,0.8354166880249977,0.8250000193715096,199000
200000,34,14.960205669728138,0.0010818243026733398,0.0010393857955932617,0.0649571418762207,0.29208460830152033,0.9074739704281092,0.9792187617719174,0.9636458465456963,1.4109258890151977,0.7843750208616257,0.8567708551883697,0.8208333566784859,200000
